HANE_ID,YIL,AY,ILCE,TUKETIM,IS_ANOMALY,IS_MISSING,ORTALAMA_TUKETIM_MEAN,ABONE_ADEDI_SUM,KAYIT_SAYISI,ORT_DOLULUK,TOPLAM_SU,BARAJ_SAYISI
894,2022,3,BAYINDIR,124.08,0,0,,,,71.255,424798000.0,6.0
897,2021,8,SELÇUK,81.31,0,0,,,,48.65833333333333,348099000.0,6.0
898,2024,3,ÖDEMİŞ,129.56,0,0,,,,49.19499999999999,340131000.0,6.0
904,2023,1,BERGAMA,-134.03,1,0,1449.0,174.0,2.0,36.13833333333333,284679000.0,6.0
908,2021,11,ÇİĞLİ,79.98,0,0,,,,36.111666666666665,299884000.0,6.0
912,2021,6,ÇİĞLİ,144.44,0,0,31991.0,4357.0,2.0,61.6,415893000.0,6.0
913,2023,2,ÖDEMİŞ,137.75,0,0,311.6666666666667,62.0,3.0,39.745,304390000.0,6.0
916,2022,4,ÖDEMİŞ,234.21,0,0,1559.0,32.0,1.0,69.625,417610000.0,6.0
927,2021,6,ÖDEMİŞ,105.87,0,0,,,,61.6,415893000.0,6.0
928,2022,11,BERGAMA,175.47,0,0,1025.0,57.0,1.0,35.45333333333333,290429000.0,6.0
932,2024,1,FOÇA,116.0,0,0,,,,35.190000000000005,280086000.0,6.0
938,2024,4,TORBALI,85.38,0,0,,,,49.43333333333334,341213000.0,6.0
945,2021,3,KINIK,164.95,0,0,317.5,70.0,2.0,69.53833333333334,440241000.0,6.0
946,2020,1,MENEMEN,126.42,0,0,,,,43.28583333333333,750576000.0,12.0
950,2023,1,TORBALI,147.56,0,0,,,,36.13833333333333,284679000.0,6.0
953,2021,1,ÖDEMİŞ,94.74,0,0,46.0,1.0,1.0,42.87166666666667,270220000.0,6.0
961,2020,7,ÖDEMİŞ,161.57,0,0,552.0,16.0,2.0,38.525,316270000.0,6.0
965,2021,8,KARŞIYAKA,74.67,0,0,1830.5,306.0,2.0,48.65833333333333,348099000.0,6.0
970,2022,7,BUCA,111.03,0,0,88.0,1.0,1.0,52.675000000000004,353454000.0,6.0
978,2020,4,BORNOVA,127.18,0,0,,,,47.95166666666666,372131000.0,6.0
979,2022,8,KONAK,151.81,0,0,51.0,3.0,2.0,46.225,334604000.0,6.0
991,2023,11,MENEMEN,76.93,0,0,72.0,13.0,2.0,22.915000000000003,229694000.0,6.0
995,2021,12,ÖDEMİŞ,106.1,0,0,93.0,3.0,1.0,44.43,313786000.0,6.0
997,2024,4,ÇEŞME,109.76,0,0,3494.5,117.0,2.0,49.43333333333334,341213000.0,6.0
1000,2022,5,KONAK,192.37,0,0,,,,65.71,400103000.0,6.0
1002,2022,11,BEYDAĞ,138.88,0,0,263.0,1.0,1.0,35.45333333333333,290429000.0,6.0
1011,2021,4,BERGAMA,89.12,0,0,,,,71.15166666666666,454646000.0,6.0
1019,2024,4,TİRE,75.77,0,0,212.5,23.0,2.0,49.43333333333334,341213000.0,6.0
1021,2023,6,BUCA,68.46,0,0,,,,44.945,320996000.0,6.0
1024,2024,7,MENDERES,88.52,0,0,,,,39.32833333333333,289223000.0,6.0
1025,2024,6,BORNOVA,114.3,0,0,1942.5,15.0,2.0,44.919999999999995,314563000.0,6.0
1026,2022,7,BAYRAKLI,158.87,0,0,3191.5,6.0,2.0,52.675000000000004,353454000.0,6.0
1028,2024,1,SEFERİHİSAR,179.54,0,0,255.0,88.0,2.0,35.190000000000005,280086000.0,6.0
1030,2024,1,ALİAĞA,109.66,0,0,69.0,6.0,1.0,35.190000000000005,280086000.0,6.0
1033,2021,4,MENDERES,87.05,0,0,,,,71.15166666666666,454646000.0,6.0
1034,2020,10,TORBALI,198.66,0,0,1979.0,195.0,2.0,25.903333333333336,258732000.0,6.0
1035,2020,7,KONAK,134.62,0,0,,,,38.525,316270000.0,6.0
1039,2020,6,KONAK,117.69,0,0,415.0,16.0,1.0,43.65833333333334,337939000.0,6.0
1042,2023,11,DİKİLİ,85.61,0,0,1185.5,5.0,2.0,22.915000000000003,229694000.0,6.0
1043,2021,10,KONAK,128.01,0,0,,,,40.41833333333333,310750000.0,6.0
1045,2024,3,KONAK,116.71,0,0,,,,49.19499999999999,340131000.0,6.0
1047,2021,4,TORBALI,27.33,0,0,170.0,1.0,1.0,71.15166666666666,454646000.0,6.0
1048,2020,2,KARŞIYAKA,65.95,0,0,,,,,,
1050,2020,2,BUCA,426.2565674582704,1,0,,,,,,
1052,2022,10,KINIK,171.68,0,0,,,,40.355,303945000.0,6.0
1053,2024,5,ÇİĞLİ,155.92,0,0,,,,47.67666666666667,331440000.0,6.0
1056,2021,12,KEMALPAŞA,182.0,0,0,2786.5,331.0,2.0,44.43,313786000.0,6.0
1057,2023,10,BAYRAKLI,117.96,0,0,612.0,1.0,1.0,24.72666666666667,244436000.0,6.0
1058,2022,3,FOÇA,73.96,0,0,123.0,2.0,1.0,71.255,424798000.0,6.0
1062,2024,8,KARŞIYAKA,9031.704672596024,1,0,156.75,12.0,4.0,32.655,257371000.0,6.0
1069,2021,12,MENDERES,97.15,0,0,,,,44.43,313786000.0,6.0
1074,2020,2,BALÇOVA,120.13,0,0,60.0,5.0,2.0,,,
1075,2024,8,MENDERES,112.45,0,0,15.0,2.0,1.0,32.655,257371000.0,6.0
1076,2022,4,KİRAZ,153.29,0,0,9.0,2.0,2.0,69.625,417610000.0,6.0
1085,2024,6,BORNOVA,126.56,0,0,1942.5,15.0,2.0,44.919999999999995,314563000.0,6.0
1091,2024,6,BERGAMA,141.5,0,0,6.0,1.0,1.0,44.919999999999995,314563000.0,6.0
1095,2021,4,MENEMEN,102.14,0,0,,,,71.15166666666666,454646000.0,6.0
1096,2021,2,ALİAĞA,7.25559377040029,1,0,,,,63.975,381253000.0,6.0
1097,2021,4,BAYRAKLI,136.71,0,0,209.0,6.0,3.0,71.15166666666666,454646000.0,6.0
1098,2021,2,KONAK,159.25,0,0,707.0,4.0,1.0,63.975,381253000.0,6.0
1102,2024,7,KONAK,9312.982439665788,1,0,,,,39.32833333333333,289223000.0,6.0
1103,2024,3,KARŞIYAKA,88.64,0,0,47.0,4.0,2.0,49.19499999999999,340131000.0,6.0
1104,2024,5,KARABURUN,81.5,0,0,,,,47.67666666666667,331440000.0,6.0
1107,2022,2,ÖDEMİŞ,12.630792228246875,1,0,37.0,1.0,1.0,66.33666666666666,380070000.0,6.0
1109,2023,6,BORNOVA,134.0059443190411,1,0,,,,44.945,320996000.0,6.0
1114,2022,10,ÇİĞLİ,208.83,0,0,6053.0,1.0,1.0,40.355,303945000.0,6.0
1116,2022,12,ÖDEMİŞ,120.38,0,0,2.0,1.0,1.0,36.538333333333334,288391000.0,6.0
1117,2020,8,MENEMEN,96.17,0,0,,,,32.69166666666667,294685000.0,6.0
1118,2024,3,BAYRAKLI,145.22,0,0,,,,49.19499999999999,340131000.0,6.0
1120,2020,11,KARABAĞLAR,210.38,0,0,15701.5,3513.0,2.0,24.118333333333336,243861000.0,6.0
1124,2023,12,BERGAMA,107.53,0,0,,,,26.203333333333333,247671000.0,6.0
1127,2020,8,GÜZELBAHÇE,101.56,0,0,8100.0,568.0,2.0,32.69166666666667,294685000.0,6.0
1129,2022,1,MENEMEN,41.52,0,0,,,,52.89333333333334,324869000.0,6.0
1130,2021,6,KARŞIYAKA,132.39,0,0,,,,61.6,415893000.0,6.0
1136,2020,7,KINIK,190.78,0,0,20.0,1.0,1.0,38.525,316270000.0,6.0
1145,2021,6,TİRE,155.69,0,0,,,,61.6,415893000.0,6.0
1150,2024,2,NARLIDERE,95.27,0,0,,,,44.58833333333333,331522000.0,6.0
1158,2024,3,FOÇA,94.13,0,0,552.0,81.0,1.0,49.19499999999999,340131000.0,6.0
1159,2024,2,URLA,119.9,0,0,,,,44.58833333333333,331522000.0,6.0
1162,2020,11,KARABAĞLAR,121.86,0,0,15701.5,3513.0,2.0,24.118333333333336,243861000.0,6.0
1163,2021,11,KONAK,172.42,0,0,145.0,13.0,1.0,36.111666666666665,299884000.0,6.0
1165,2021,1,BERGAMA,133.63,0,0,251.5,40.0,2.0,42.87166666666667,270220000.0,6.0
1169,2020,1,KARABURUN,142.07,0,0,130.0,8.0,1.0,43.28583333333333,750576000.0,12.0
1171,2023,2,MENEMEN,146.15,0,0,182.0,18.0,1.0,39.745,304390000.0,6.0
1173,2023,3,FOÇA,126.53,0,0,,,,42.32666666666667,313051000.0,6.0
1174,2021,6,KARŞIYAKA,213.12,0,0,,,,61.6,415893000.0,6.0
1175,2023,3,KARŞIYAKA,146.76,0,0,112.0,1.0,1.0,42.32666666666667,313051000.0,6.0
1176,2022,11,BAYINDIR,121.73,0,0,69.0,9.0,1.0,35.45333333333333,290429000.0,6.0
1181,2024,7,BORNOVA,73.61,0,0,,,,39.32833333333333,289223000.0,6.0
1182,2021,11,ÇİĞLİ,134.38,0,0,,,,36.111666666666665,299884000.0,6.0
1184,2024,5,MENDERES,186.02,0,0,,,,47.67666666666667,331440000.0,6.0
1188,2020,6,TORBALI,144.12,0,0,420.6666666666667,5.0,3.0,43.65833333333334,337939000.0,6.0
1190,2023,6,TORBALI,169.1,0,0,111.0,6.0,1.0,44.945,320996000.0,6.0
1193,2021,12,BEYDAĞ,144.37,0,0,,,,44.43,313786000.0,6.0
1197,2024,7,TORBALI,131.91,0,0,,,,39.32833333333333,289223000.0,6.0
1198,2024,7,KONAK,108.08,0,0,,,,39.32833333333333,289223000.0,6.0
1201,2023,9,MENDERES,127.1,0,0,,,,29.215,272137000.0,6.0
1205,2022,8,ALİAĞA,140.83,0,0,,,,46.225,334604000.0,6.0
1210,2024,9,KEMALPAŞA,48.73,0,0,101.0,6.0,1.0,25.81833333333333,233360000.0,6.0
1211,2022,4,KONAK,147.76,0,0,22.0,6.0,1.0,69.625,417610000.0,6.0
1213,2021,1,DİKİLİ,146.96,0,0,103.0,12.0,1.0,42.87166666666667,270220000.0,6.0
1216,2021,4,BERGAMA,10407.47823131222,1,0,,,,71.15166666666666,454646000.0,6.0
1221,2024,6,KONAK,106.13,0,0,,,,44.919999999999995,314563000.0,6.0
1222,2020,12,MENDERES,89.61,0,0,274.5,35.0,2.0,33.15833333333333,251570000.0,6.0
1223,2022,4,TİRE,114.07,0,0,107.0,20.0,1.0,69.625,417610000.0,6.0
1229,2024,8,KARŞIYAKA,100.32,0,0,156.75,12.0,4.0,32.655,257371000.0,6.0
1232,2021,4,MENDERES,107.64,0,0,,,,71.15166666666666,454646000.0,6.0
1236,2022,1,KARŞIYAKA,913.8230828331768,1,0,69.33333333333333,3.0,3.0,52.89333333333334,324869000.0,6.0
1239,2024,7,KINIK,-123.21,1,0,7.0,2.0,2.0,39.32833333333333,289223000.0,6.0
1243,2023,10,DİKİLİ,98.98,0,0,,,,24.72666666666667,244436000.0,6.0
1245,2023,9,TORBALI,140.77,0,0,184.0,1.0,1.0,29.215,272137000.0,6.0
1254,2020,11,BAYRAKLI,200.48,0,0,,,,24.118333333333336,243861000.0,6.0
1256,2022,4,SEFERİHİSAR,137.01,0,0,,,,69.625,417610000.0,6.0
1259,2020,6,KARŞIYAKA,145.42,0,0,133.0,1.0,1.0,43.65833333333334,337939000.0,6.0
1261,2021,6,ÖDEMİŞ,90.14,0,0,,,,61.6,415893000.0,6.0
1262,2023,11,MENDERES,36.15,0,0,686.0,79.0,1.0,22.915000000000003,229694000.0,6.0
1265,2020,1,NARLIDERE,165.4,0,0,35.5,5.0,2.0,43.28583333333333,750576000.0,12.0
1269,2023,1,ÇİĞLİ,133.53,0,0,324.0,17.0,2.0,36.13833333333333,284679000.0,6.0
1271,2023,6,BERGAMA,199.59,0,0,690.0,92.0,1.0,44.945,320996000.0,6.0
1273,2023,10,SELÇUK,144.2,0,0,,,,24.72666666666667,244436000.0,6.0
1282,2023,6,KONAK,141.83,0,0,198.66666666666666,38.0,3.0,44.945,320996000.0,6.0
1293,2022,12,KARŞIYAKA,69.38,0,0,8.0,1.0,1.0,36.538333333333334,288391000.0,6.0
1294,2023,5,URLA,140.63,0,0,18.0,2.0,1.0,46.355,326783000.0,6.0
1296,2021,3,BORNOVA,144.73,0,0,1457.0,56.0,1.0,69.53833333333334,440241000.0,6.0
1306,2024,2,TİRE,141.5,0,0,,,,44.58833333333333,331522000.0,6.0
1322,2021,1,BAYINDIR,,1,1,19.0,2.0,1.0,42.87166666666667,270220000.0,6.0
1323,2024,2,URLA,64.14,0,0,,,,44.58833333333333,331522000.0,6.0
1324,2021,4,BAYINDIR,106.44,0,0,18.0,1.0,1.0,71.15166666666666,454646000.0,6.0
1331,2022,11,TİRE,161.59,0,0,,,,35.45333333333333,290429000.0,6.0
1336,2023,4,BAYRAKLI,178.73,0,0,57.0,4.0,1.0,46.845,329634000.0,6.0
1339,2020,7,BORNOVA,134.3,0,0,,,,38.525,316270000.0,6.0
1341,2021,6,BUCA,136.79,0,0,29.0,2.0,2.0,61.6,415893000.0,6.0
1345,2023,8,SEFERİHİSAR,140.03,0,0,,,,35.550000000000004,289801000.0,6.0
1346,2022,4,KONAK,123.06,0,0,22.0,6.0,1.0,69.625,417610000.0,6.0
1352,2022,12,ÇİĞLİ,46.94,0,0,,,,36.538333333333334,288391000.0,6.0
1361,2024,4,MENEMEN,77.7,0,0,1188.3333333333333,305.0,3.0,49.43333333333334,341213000.0,6.0
1362,2021,3,MENEMEN,49.93,0,0,282.5,76.0,2.0,69.53833333333334,440241000.0,6.0
1363,2023,2,ÇİĞLİ,112.1,0,0,22.0,4.0,1.0,39.745,304390000.0,6.0
1371,2024,7,MENEMEN,0.2457574142299033,1,0,126.5,8.0,2.0,39.32833333333333,289223000.0,6.0
1372,2021,2,DİKİLİ,95.25,0,0,1758.0,55.0,1.0,63.975,381253000.0,6.0
1375,2021,5,MENDERES,193.69,0,0,,,,67.79166666666667,440658000.0,6.0
1376,2024,2,TİRE,81.79,0,0,,,,44.58833333333333,331522000.0,6.0
1392,2020,7,DİKİLİ,136.31,0,0,1655.0,16.0,1.0,38.525,316270000.0,6.0
1393,2021,1,MENDERES,372.0559974822049,1,0,61.0,2.0,1.0,42.87166666666667,270220000.0,6.0
1398,2021,5,NARLIDERE,76.17,0,0,16507.0,2367.0,2.0,67.79166666666667,440658000.0,6.0
1406,2022,7,BERGAMA,118.72,0,0,3.0,1.0,1.0,52.675000000000004,353454000.0,6.0
1407,2024,1,NARLIDERE,227.34,0,0,7434.666666666667,1997.0,3.0,35.190000000000005,280086000.0,6.0
1413,2021,7,BALÇOVA,189.65,0,0,49803.0,5651.0,1.0,53.971666666666664,382565000.0,6.0
1414,2020,5,KEMALPAŞA,126.31,0,0,,,,46.24333333333334,353544000.0,6.0
1418,2020,10,URLA,71.21,0,0,,,,25.903333333333336,258732000.0,6.0
1420,2024,5,MENEMEN,184.91,0,0,2785.0,5.0,1.0,47.67666666666667,331440000.0,6.0
1421,2021,10,KEMALPAŞA,10746.301347431325,1,0,,,,40.41833333333333,310750000.0,6.0
1422,2022,9,BORNOVA,18481.73529863482,1,0,325.0,1.0,1.0,42.855,318643000.0,6.0
1425,2024,8,KONAK,92.35,0,0,41.0,2.0,1.0,32.655,257371000.0,6.0
1426,2024,7,FOÇA,211.81,0,0,7.5,2.0,2.0,39.32833333333333,289223000.0,6.0
1427,2020,1,GAZİEMİR,178.84,0,0,35.0,2.0,1.0,43.28583333333333,750576000.0,12.0
1428,2024,6,KİRAZ,108.34,0,0,125.0,4.0,1.0,44.919999999999995,314563000.0,6.0
1433,2022,8,ALİAĞA,117.51,0,0,,,,46.225,334604000.0,6.0
1434,2023,4,TİRE,115.56,0,0,53.0,1.0,1.0,46.845,329634000.0,6.0
1435,2020,11,ÖDEMİŞ,6229.022437881637,1,0,,,,24.118333333333336,243861000.0,6.0
1437,2021,9,URLA,98.82,0,0,4549.0,704.0,2.0,44.46666666666667,328160000.0,6.0
1438,2023,6,KİRAZ,131.87,0,0,39.0,5.0,1.0,44.945,320996000.0,6.0
1439,2021,3,FOÇA,196.58,0,0,51.0,1.0,1.0,69.53833333333334,440241000.0,6.0
1445,2024,2,SEFERİHİSAR,1.0,0,0,,,,44.58833333333333,331522000.0,6.0
1449,2024,6,BORNOVA,79.1,0,0,1942.5,15.0,2.0,44.919999999999995,314563000.0,6.0
1452,2023,2,NARLIDERE,98.8,0,0,601.0,5.0,1.0,39.745,304390000.0,6.0
1457,2023,5,URLA,90.31,0,0,18.0,2.0,1.0,46.355,326783000.0,6.0
1470,2023,10,URLA,94.42,0,0,383.0,9.0,1.0,24.72666666666667,244436000.0,6.0
1472,2023,8,KINIK,120.66,0,0,,,,35.550000000000004,289801000.0,6.0
1478,2023,9,TİRE,108.61,0,0,107.0,10.0,1.0,29.215,272137000.0,6.0
1480,2022,4,ÖDEMİŞ,195.73,0,0,1559.0,32.0,1.0,69.625,417610000.0,6.0
1481,2023,12,KONAK,148.08,0,0,,,,26.203333333333333,247671000.0,6.0
1483,2022,11,FOÇA,154.62,0,0,,,,35.45333333333333,290429000.0,6.0
1484,2020,1,KARABAĞLAR,162.87,0,0,,,,43.28583333333333,750576000.0,12.0
1486,2022,1,FOÇA,99.66,0,0,58.0,1.0,1.0,52.89333333333334,324869000.0,6.0
1488,2023,6,BEYDAĞ,123.2,0,0,1.0,1.0,1.0,44.945,320996000.0,6.0
1490,2022,5,MENEMEN,121.63970241731656,1,0,14.0,4.0,1.0,65.71,400103000.0,6.0
1492,2022,1,SEFERİHİSAR,16.5183101624392,1,0,1191.0,144.0,1.0,52.89333333333334,324869000.0,6.0
1498,2022,6,KONAK,209.06,0,0,13678.0,1090.0,1.0,59.61666666666667,373647000.0,6.0
1500,2024,2,KONAK,243.19,0,0,,,,44.58833333333333,331522000.0,6.0
1502,2022,7,KARŞIYAKA,116.8,0,0,,,,52.675000000000004,353454000.0,6.0
1504,2021,11,URLA,84.63,0,0,,,,36.111666666666665,299884000.0,6.0
1505,2022,2,BAYRAKLI,,1,1,17.0,3.0,1.0,66.33666666666666,380070000.0,6.0
1506,2022,3,BERGAMA,1.0,0,0,,,,71.255,424798000.0,6.0
1508,2022,10,SEFERİHİSAR,97.83,0,0,146.0,3.0,1.0,40.355,303945000.0,6.0
1514,2020,2,BAYINDIR,120.35,0,0,15.0,1.0,1.0,,,
1515,2021,2,ÖDEMİŞ,,1,1,42.0,1.0,1.0,63.975,381253000.0,6.0
1520,2024,5,KARABAĞLAR,-128.83,1,0,86.0,7.0,1.0,47.67666666666667,331440000.0,6.0
1533,2023,7,BEYDAĞ,90.84,0,0,1335.6666666666667,206.0,3.0,41.435,306447000.0,6.0
1534,2021,7,BUCA,121.13,0,0,,,,53.971666666666664,382565000.0,6.0
1535,2022,3,ÇEŞME,188.37,0,0,72.0,9.0,2.0,71.255,424798000.0,6.0
1537,2021,2,FOÇA,131.28,0,0,98.0,5.0,1.0,63.975,381253000.0,6.0
1539,2021,2,FOÇA,36.11,0,0,98.0,5.0,1.0,63.975,381253000.0,6.0
1540,2022,10,DİKİLİ,89.27,0,0,133.0,11.0,3.0,40.355,303945000.0,6.0
1542,2020,9,TİRE,161.95,0,0,,,,28.296666666666667,275243000.0,6.0
1544,2021,6,BORNOVA,133.54,0,0,63.0,1.0,1.0,61.6,415893000.0,6.0
1546,2022,7,MENEMEN,335.24008829708856,1,0,,,,52.675000000000004,353454000.0,6.0
1551,2024,6,KONAK,153.51,0,0,,,,44.919999999999995,314563000.0,6.0
1552,2023,1,ÖDEMİŞ,199.88,0,0,,,,36.13833333333333,284679000.0,6.0
1554,2024,3,KEMALPAŞA,171.29,0,0,,,,49.19499999999999,340131000.0,6.0
1555,2021,4,KONAK,151.1,0,0,1461.5,10.0,2.0,71.15166666666666,454646000.0,6.0
1558,2022,3,TORBALI,81.68,0,0,,,,71.255,424798000.0,6.0
1559,2024,1,KONAK,186.27,0,0,27.0,6.0,2.0,35.190000000000005,280086000.0,6.0
1565,2023,12,SELÇUK,144.59,0,0,,,,26.203333333333333,247671000.0,6.0
1567,2023,4,URLA,138.54,0,0,61.0,2.0,1.0,46.845,329634000.0,6.0
1570,2022,5,TİRE,126.04,0,0,663.0,40.0,2.0,65.71,400103000.0,6.0
1579,2023,2,BUCA,118.66,0,0,,,,39.745,304390000.0,6.0
1584,2022,8,KONAK,101.95,0,0,51.0,3.0,2.0,46.225,334604000.0,6.0
1589,2022,4,MENDERES,122.78,0,0,3.0,1.0,1.0,69.625,417610000.0,6.0
1590,2023,7,BUCA,91.93,0,0,5729.5,491.0,2.0,41.435,306447000.0,6.0
1591,2023,6,ALİAĞA,183.41,0,0,586.0,41.0,5.0,44.945,320996000.0,6.0
1593,2020,11,FOÇA,183.12,0,0,27.0,1.0,1.0,24.118333333333336,243861000.0,6.0
1594,2020,9,MENDERES,160.36,0,0,99.0,2.0,2.0,28.296666666666667,275243000.0,6.0
1596,2022,12,ÇİĞLİ,142.46,0,0,,,,36.538333333333334,288391000.0,6.0
1599,2020,8,BORNOVA,146.76,0,0,2580.3333333333335,571.0,3.0,32.69166666666667,294685000.0,6.0
1601,2021,2,TİRE,105.8,0,0,3.0,1.0,1.0,63.975,381253000.0,6.0
1607,2020,6,TORBALI,92.74,0,0,420.6666666666667,5.0,3.0,43.65833333333334,337939000.0,6.0
1610,2022,11,BAYINDIR,55.73,0,0,69.0,9.0,1.0,35.45333333333333,290429000.0,6.0
1611,2024,3,BUCA,177.7,0,0,13.0,2.0,1.0,49.19499999999999,340131000.0,6.0
1613,2022,10,MENEMEN,162.05,0,0,,,,40.355,303945000.0,6.0
1615,2021,11,KARŞIYAKA,,1,1,2235.5,531.0,2.0,36.111666666666665,299884000.0,6.0
1616,2023,4,ÖDEMİŞ,119.49,0,0,23.0,2.0,1.0,46.845,329634000.0,6.0
1617,2024,9,ALİAĞA,14790.889623382724,1,0,,,,25.81833333333333,233360000.0,6.0
1618,2023,4,MENDERES,114.9,0,0,5.0,1.0,1.0,46.845,329634000.0,6.0
1619,2022,11,ÖDEMİŞ,142.01,0,0,,,,35.45333333333333,290429000.0,6.0
1621,2022,6,KONAK,11.492843243674969,1,0,13678.0,1090.0,1.0,59.61666666666667,373647000.0,6.0
1624,2024,6,ÇEŞME,219.45,0,0,77.0,6.0,1.0,44.919999999999995,314563000.0,6.0
1627,2021,3,BUCA,141.98,0,0,,,,69.53833333333334,440241000.0,6.0
1630,2022,5,TORBALI,212.63,0,0,926.0,38.0,1.0,65.71,400103000.0,6.0
1631,2023,9,KONAK,88.44,0,0,5010.333333333333,1770.0,3.0,29.215,272137000.0,6.0
1633,2023,4,TORBALI,165.16,0,0,,,,46.845,329634000.0,6.0
1635,2024,5,KARABAĞLAR,121.57,0,0,86.0,7.0,1.0,47.67666666666667,331440000.0,6.0
1648,2023,12,URLA,65.58,0,0,321.0,47.0,2.0,26.203333333333333,247671000.0,6.0
1651,2020,3,BAYINDIR,152.7,0,0,,,,45.97083333333333,763761000.0,12.0
1653,2021,6,KİRAZ,95.57,0,0,,,,61.6,415893000.0,6.0
1655,2020,8,KARABAĞLAR,80.96,0,0,1555.0,155.0,1.0,32.69166666666667,294685000.0,6.0
1663,2024,5,ALİAĞA,146.12,0,0,42.5,3.0,2.0,47.67666666666667,331440000.0,6.0
1666,2024,2,ALİAĞA,220.87,0,0,101.0,8.0,1.0,44.58833333333333,331522000.0,6.0
1667,2021,3,KONAK,131.98,0,0,,,,69.53833333333334,440241000.0,6.0
1670,2023,12,KONAK,180.62,0,0,,,,26.203333333333333,247671000.0,6.0
1671,2022,2,BERGAMA,168.21,0,0,525.5,10.0,2.0,66.33666666666666,380070000.0,6.0
1676,2021,9,MENDERES,150.08,0,0,1856.0,241.0,2.0,44.46666666666667,328160000.0,6.0
1685,2020,11,KONAK,172.63,0,0,,,,24.118333333333336,243861000.0,6.0
1695,2022,1,KARABAĞLAR,110.93,0,0,3385.0,925.0,3.0,52.89333333333334,324869000.0,6.0
1698,2020,11,NARLIDERE,90.12,0,0,357.0,37.0,1.0,24.118333333333336,243861000.0,6.0
1700,2022,11,KONAK,137.87,0,0,8.0,1.0,1.0,35.45333333333333,290429000.0,6.0
1715,2020,5,MENEMEN,93.86,0,0,122.0,1.0,1.0,46.24333333333334,353544000.0,6.0
1718,2023,6,BERGAMA,39.14,0,0,690.0,92.0,1.0,44.945,320996000.0,6.0
1719,2024,8,KARABAĞLAR,76.75,0,0,45.0,1.0,1.0,32.655,257371000.0,6.0
1721,2020,12,BERGAMA,132.34,0,0,,,,33.15833333333333,251570000.0,6.0
1722,2020,10,TİRE,165.76,0,0,14.0,1.0,1.0,25.903333333333336,258732000.0,6.0
1724,2020,9,KARŞIYAKA,17505.567994940495,1,0,,,,28.296666666666667,275243000.0,6.0
1729,2023,12,KARABAĞLAR,78.39,0,0,,,,26.203333333333333,247671000.0,6.0
1731,2021,9,SEFERİHİSAR,134.32,0,0,,,,44.46666666666667,328160000.0,6.0
1733,2022,10,KARABAĞLAR,418.8355335266944,1,0,124.5,2.0,2.0,40.355,303945000.0,6.0
1739,2022,1,KARABAĞLAR,110.83,0,0,3385.0,925.0,3.0,52.89333333333334,324869000.0,6.0
1740,2022,3,ÇİĞLİ,88.61,0,0,,,,71.255,424798000.0,6.0
1741,2023,12,ÖDEMİŞ,81.51,0,0,18.0,1.0,1.0,26.203333333333333,247671000.0,6.0
1742,2023,8,BORNOVA,113.01,0,0,423.0,1.0,1.0,35.550000000000004,289801000.0,6.0
1744,2020,1,MENEMEN,139.64,0,0,,,,43.28583333333333,750576000.0,12.0
1745,2022,4,ALİAĞA,155.74,0,0,21.0,9.0,1.0,69.625,417610000.0,6.0
1747,2020,2,BAYRAKLI,60.32,0,0,305.0,6.0,1.0,,,
1748,2021,6,KARŞIYAKA,119.39,0,0,,,,61.6,415893000.0,6.0
1752,2021,3,URLA,108.1,0,0,,,,69.53833333333334,440241000.0,6.0
1753,2020,1,SEFERİHİSAR,119.83,0,0,499.0,13.0,1.0,43.28583333333333,750576000.0,12.0
1756,2023,11,TORBALI,139.52,0,0,,,,22.915000000000003,229694000.0,6.0
1757,2024,7,ALİAĞA,114.82,0,0,30.0,1.0,1.0,39.32833333333333,289223000.0,6.0
1768,2022,7,BUCA,122.1,0,0,88.0,1.0,1.0,52.675000000000004,353454000.0,6.0
1770,2022,2,ÇEŞME,67.57,0,0,,,,66.33666666666666,380070000.0,6.0
1771,2022,6,BUCA,164.61,0,0,,,,59.61666666666667,373647000.0,6.0
1774,2024,6,TORBALI,190.93,0,0,,,,44.919999999999995,314563000.0,6.0
1778,2022,5,BAYINDIR,148.36,0,0,,,,65.71,400103000.0,6.0
1780,2024,1,KONAK,209.89,0,0,27.0,6.0,2.0,35.190000000000005,280086000.0,6.0
1783,2022,6,KARABAĞLAR,139.24,0,0,,,,59.61666666666667,373647000.0,6.0
1785,2023,4,KONAK,199.99,0,0,,,,46.845,329634000.0,6.0
1787,2023,3,KONAK,56.13,0,0,1606.0,7.0,1.0,42.32666666666667,313051000.0,6.0
1789,2020,6,MENEMEN,106.6,0,0,,,,43.65833333333334,337939000.0,6.0
1790,2022,9,ÇEŞME,157.89,0,0,,,,42.855,318643000.0,6.0
1804,2021,9,BALÇOVA,172.61,0,0,,,,44.46666666666667,328160000.0,6.0
1808,2021,2,KINIK,208.35,0,0,37.5,7.0,2.0,63.975,381253000.0,6.0
1809,2021,1,URLA,43.23,0,0,,,,42.87166666666667,270220000.0,6.0
1814,2020,2,BORNOVA,17632.041108029378,1,0,492.0,2.0,1.0,,,
1816,2024,7,KEMALPAŞA,121.41,0,0,1111.0,4.0,1.0,39.32833333333333,289223000.0,6.0
1819,2023,2,ÖDEMİŞ,77.94,0,0,311.6666666666667,62.0,3.0,39.745,304390000.0,6.0
1823,2023,2,KONAK,160.85,0,0,27.0,2.0,1.0,39.745,304390000.0,6.0
